,mediaTech.OPEN,mediaTech.HIGH,mediaTech.LOW,mediaTech.CLOSE,mediaTech.CHANGE,mediaTech.Returns,mediaTech.TRANSACTION,mediaTech.VOL
2008/1/18,320,326,312,326,2,0.0062,4625743,14506
2008/1/21,325,337.5,324,329,3,0.0092,4235092,12781
2008/1/22,306,313.5,306,306,-23,-0.0699,3722019,12092
2008/1/23,312,315,293,294,-12,-0.0392,4937439,16350
2008/1/24,302,308,291.5,296,2,0.0068,4258399,14234
2008/1/25,312,316.5,312,316.5,20.5,0.0693,1481710,4708
2008/1/28,337.5,338.5,327.5,334,17.5,0.0553,7817205,23445
2008/1/29,339.5,339.5,329,336,2,0.006,3000286,8971
2008/1/30,332,340,328.5,337,1,0.003,3178412,9497
2008/1/31,313.5,313.5,313.5,313.5,-23.5,-0.0697,1031079,3289
2008/2/1,292,302.5,292,296,-17.5,-0.0558,8271866,27924
2008/2/12,290,290,275.5,275.5,-20.5,-0.0693,5775063,20692
2008/2/13,285,290.5,281,285,9.5,0.0345,3368305,11795
2008/2/14,304.5,304.5,304.5,304.5,19.5,0.0684,1263932,4153
2008/2/15,312.5,325.5,311,325.5,21,0.069,6286540,19772
2008/2/18,332,338,331,336,10.5,0.0323,5509079,16458
2008/2/19,339,339.5,329,334,-2,-0.006,2857662,8573
2008/2/20,331.5,337,329,329,-5,-0.015,3041823,9151
2008/2/21,333,345,333,345,16,0.0486,3993559,11691
2008/2/22,341,344.5,338.5,344.5,-0.5,-0.0014,2456732,7195
2008/2/25,350,354.5,341,341,-3.5,-0.0102,3408232,9808
2008/2/26,348,348.5,343,345,4,0.0117,3114756,9013
2008/2/27,350,360.5,349,356,11,0.0319,5108384,14360
2008/2/29,351,358.5,351,356,0,0,2440883,6868
2008/3/3,344,347,332,339.5,-16.5,-0.0463,2758306,8154
2008/3/4,345,358,342.5,358,18.5,0.0545,2812679,8032
2008/3/5,362,368,350,353,-5,-0.014,4371063,12148
2008/3/6,358,376.5,357,376,23,0.0652,4840587,13223
2008/3/7,372,386,370,378,2,0.0053,5375444,14179
2008/3/10,375,382,368,368,-10,-0.0265,4469483,11955
2008/3/11,360,379.5,360,379,11,0.0299,3975442,10689
2008/3/12,395,395,380,380,1,0.0026,4340273,11162
2008/3/13,381,389,368,368.5,-11.5,-0.0303,3865489,10265
2008/3/14,374,376,368.5,369,0.5,0.0014,2726016,7335
2008/3/17,360,360.5,348,350,-19,-0.0515,3886014,11002
2008/3/18,352,358,350,358,8,0.0229,2679661,7552
2008/3/19,366,377,365.5,374,16,0.0447,3412628,9184
2008/3/20,378,380,365,379,5,0.0134,4374107,11746
2008/3/21,386,397,383.5,397,18,0.0475,6054088,15432
2008/3/24,424.5,424.5,403,407,10,0.0252,6132407,14839
2008/3/25,411,418,409.5,410,3,0.0074,4154418,10049
2008/3/26,410,414,395,395,-15,-0.0366,4551337,11292
2008/3/27,396,404.5,394,402,7,0.0177,3289203,8230
2008/3/28,400,408,398,404,2,0.005,4134737,10253
2008/3/31,404,406.5,398.5,400,-4,-0.0099,2840689,7065
2008/4/1,405,413,400,400,0,0,3210630,7894
2008/4/2,410,418,405,417,17,0.0425,5594775,13544
2008/4/3,415,418,410.5,413,-4,-0.0096,2894939,7005
2008/4/7,405,407.5,396.5,402.5,-10.5,-0.0254,5177734,12921
2008/4/8,395,407.5,394.5,407.5,5,0.0124,3996618,9964
2008/4/9,409,410,401,406,-1.5,-0.0037,2273560,5605
2008/4/10,407,413,406,412,6,0.0148,1777109,4338
2008/4/11,418,423.5,415,415,3,0.0073,4692983,11174
2008/4/14,416,423,415,416,1,0.0024,2758817,6599
2008/4/15,425,444.5,424,433.5,17.5,0.0421,6892963,15855
2008/4/16,438,442,420,420.5,-13,-0.03,7091562,16580
2008/4/17,425,429,391.5,395,-25.5,-0.0606,13322771,32767
2008/4/18,373,382,370,372,-23,-0.0582,10821517,28843
2008/4/21,377,387,377,387,15,0.0403,5762532,15027
2008/4/22,389,395,383.5,391,4,0.0103,4077107,10462
2008/4/23,395,404,391,397,6,0.0153,4616592,11574
2008/4/24,400,403,390,390,-7,-0.0176,3692609,9355
2008/4/25,395,396,391,391,1,0.0026,2286597,5810
2008/4/28,391,398.5,386,398,7,0.0179,3737371,9476
2008/4/29,398,405.5,397,400,2,0.005,4525130,11242
2008/4/30,402,405,394,395,-5,-0.0125,2911720,7305
2008/5/2,412,418,411,417.5,22.5,0.057,6948102,16761
2008/5/5,418.5,419.5,409,412,-5.5,-0.0132,3791058,9139
2008/5/6,412,414.5,407,412,0,0,2374841,5768
2008/5/7,415.5,423.5,415.5,416.5,4.5,0.0109,4859310,11601
2008/5/8,413,421,413,414.5,-2,-0.0048,3121815,7497
2008/5/9,415,417.5,401,401,-13.5,-0.0326,3446631,8449
2008/5/12,402,404,393.5,398,-3,-0.0075,2800159,7044
2008/5/13,400,414.5,400,410,12,0.0302,3442048,8437
2008/5/14,414,417,407,407,-3,-0.0073,2974103,7220
2008/5/15,409.5,413.5,407,413,6,0.0147,2924124,7110
2008/5/16,418,423,415,417,4,0.0097,4497465,10702
2008/5/19,419,420,414.5,418,1,0.0024,1846217,4427
2008/5/20,420,426,410,410,-8,-0.0191,4886106,11682
2008/5/21,408,413.5,407,408,-2,-0.0049,2490750,6079
2008/5/22,400,404.5,399,402.5,-5.5,-0.0135,2795796,6966
2008/5/23,396,399.5,380,380,-22.5,-0.0559,5504165,14188
2008/5/26,373,379,364,368.5,-11.5,-0.0303,4070195,11044
2008/5/27,373,383,372,383,14.5,0.0393,2281140,6042
2008/5/28,381,382,375,375.5,-7.5,-0.0196,2120180,5608
2008/5/29,382,383.5,376.5,380,4.5,0.012,1520116,3999
2008/5/30,382,384,366,380,0,0,3596239,9598
2008/6/2,375.5,376.5,362,368,-12,-0.0316,4223492,11461
2008/6/3,360,364,358,361,-7,-0.019,2723368,7539
2008/6/4,361,367.5,360,365,4,0.0111,2624941,7194
2008/6/5,365,370,360,370,5,0.0137,2433503,6649
2008/6/6,373,379,372.5,373,3,0.0081,2813309,7493
2008/6/9,363,371,361,370,-3,-0.008,1791915,4887
2008/6/10,367,372.5,360,360,-10,-0.027,2616732,7183
2008/6/11,360,363,351,352.5,-7.5,-0.0208,2852616,7996
2008/6/12,345,346,328,329,-23.5,-0.0667,5313015,15828
2008/6/13,338,338,326,326,-3,-0.0091,2455388,7417
2008/6/16,330,334,313,321,-5,-0.0153,2588403,7981
2008/6/17,325,339,316,339,18,0.0561,2360141,7220
2008/6/18,337,346,335,341,2,0.0059,2620043,7672
2008/6/19,333,337,331,331,-10,-0.0293,2159835,6467
2008/6/20,335,344,333,333.5,2.5,0.0076,2591627,7670
2008/6/23,325,336,320.5,335.5,2,0.006,2264791,6895
2008/6/24,336,339,319,319,-16.5,-0.0492,2358174,7190
2008/6/25,321,333,316,333,14,0.0439,2722308,8358
2008/6/26,335,350,335,345.5,12.5,0.0375,4371445,12667
2008/6/27,335.5,348.5,333,346.5,1,0.0029,5513560,16162
2008/6/30,350,354,338,350,3.5,0.0101,3221440,9221
2008/7/1,348.5,350,338,338,-12,-0.0343,2416706,7056
2008/7/2,333,343,322,322,-16,-0.0473,4182770,12662
2008/7/3,313,335.5,312,330.5,8.5,0.0264,3361593,10447
2008/7/4,333.5,333.5,320,323,-7.5,-0.0227,2930453,8932
2008/7/7,316,322,312,318.5,-4.5,-0.0139,2934380,9282
2008/7/8,313.5,314.5,296.5,297,-21.5,-0.0675,3988834,13032
2008/7/9,300,312.5,300,304,7,0.0236,2886177,9412
2008/7/10,304,307,300,301.5,-2.5,-0.0082,2306529,7617
2008/7/11,301,309.5,300.5,307,5.5,0.0182,1791655,5889
2008/7/14,303,315,302,307,0,0,3052307,9926
2008/7/15,302,304.5,288,288,-19,-0.0619,4674677,15732
2008/7/16,271.5,279,265,269,-19,-0.066,5571465,20478
2008/7/17,286,287.5,279,287.5,18.5,0.0688,3312985,11624
2008/7/18,299,307.5,296.5,304,16.5,0.0574,6466719,21359
2008/7/21,313,325,312,323.5,19.5,0.0641,4505166,14138
2008/7/22,320,328,316,325,1.5,0.0046,3224871,10013
2008/7/23,330,332,319.5,326,1,0.0031,3744077,11523
2008/7/24,326,333,320.5,327,1,0.0031,3221867,9833
2008/7/25,321,324.5,316,324.5,-2.5,-0.0076,2616134,8154
2008/7/29,316,320,315,320,-4.5,-0.0139,2432865,7660
2008/7/30,324,324,316,318.5,-1.5,-0.0047,3836398,11994
2008/7/31,321,327,316,320,1.5,0.0047,3965791,12328
2008/8/1,316.5,325,311,325,5,0.0156,2482111,7797
2008/8/4,325,327,320,322.5,-2.5,-0.0077,1447352,4478
2008/8/5,327,328.5,321,327,4.5,0.014,3329618,10222
2008/8/6,337,347,335,347,20,0.0612,4356044,12816
2008/8/7,346.5,351,343,348,1,0.0029,4424184,12723
2008/8/8,348,367.5,345.5,360,12,0.0345,5651597,15824
2008/8/11,368,372.5,363.5,370,10,0.0278,5598431,15160
2008/8/12,372.5,380,366,375,5,0.0135,5546173,14825
2008/8/13,373,373.5,362,368.5,-6.5,-0.0173,4392761,11930
2008/8/14,365,368,361,365,-3.5,-0.0095,2386369,6542
2008/8/15,367,372,356,356,-9,-0.0247,3204767,8803
2008/8/18,358,364,352,352,-4,-0.0112,2867135,8027
2008/8/19,345,356,345,354,2,0.0057,2724271,7768
2008/8/20,354,362,345.5,361.5,7.5,0.0212,2636377,7446
2008/8/21,360,362.5,354,354,-7.5,-0.0207,1852213,5167
2008/8/22,356.5,361,351,358,4,0.0113,2728492,7651
2008/8/25,365,365.5,360,365,7,0.0196,2335931,6424
2008/8/26,359,365,359,361.5,-3.5,-0.0096,1647554,4550
2008/8/27,363,378,363,378,16.5,0.0456,5377634,14394
2008/8/28,376,378,369,371,-7,-0.0185,3385372,9089
2008/8/29,374.5,378,365,366.5,-4.5,-0.0121,2872428,7749
2008/9/1,363,364.5,347,352,-14.5,-0.0396,3532772,9953
2008/9/2,354,358.5,343,350.5,-1.5,-0.0043,3952536,11240
2008/9/3,340,344,334.5,340,-10.5,-0.03,4993286,14739
2008/9/4,340,345,337,340,0,0,2937963,8624
2008/9/5,334,355,327,341,1,0.0029,9122865,26715
2008/9/8,358,364,352,362,21,0.0616,4981259,13898
2008/9/9,354,356,340,345,-17,-0.047,4512135,12996
2008/9/10,345,351,344,350,5,0.0145,4517758,12987
2008/9/11,345,348,335.5,335.5,-14.5,-0.0414,4337313,12747
2008/9/12,340,343,322,334,-1.5,-0.0045,4690593,14045
2008/9/15,325,334,321.5,321.5,-12.5,-0.0374,2724818,8333
2008/9/16,314,322,310,315.5,-6,-0.0187,4345318,13772
2008/9/17,328,336,320,323,7.5,0.0238,3407844,10446
2008/9/18,310.5,325.5,308,325.5,2.5,0.0077,4618572,14588
2008/9/19,342,348,338.5,348,22.5,0.0691,6646457,19210
2008/9/22,356,356,345,348,0,0,3051071,8723
2008/9/23,348,351,347.5,350.5,2.5,0.0072,3201022,9156
2008/9/24,350.5,354,348,348,-2.5,-0.0071,3321195,9484
2008/9/25,344,351,343.5,350.5,2.5,0.0072,1971989,5654
2008/9/26,352,352,338,338,-12.5,-0.0357,3344881,9720
2008/9/30,314.5,326,314.5,325,-13,-0.0385,2648730,8330
2008/10/1,334,334,323,325,0,0,1267275,3860
2008/10/2,323,326.5,302.5,310,-15,-0.0462,3462148,11185
2008/10/3,302,319.5,289,319.5,9.5,0.0306,2864699,9474
2008/10/6,305,308,297.5,297.5,-22,-0.0689,2335359,7770
2008/10/7,286,302,285.5,299,1.5,0.005,1821770,6163
2008/10/8,290,294.5,279,279,-20,-0.0669,2008617,7031
2008/10/9,277,294,276,282,3,0.0108,2032485,7099
2008/10/13,280,282,272.5,276.5,-5.5,-0.0195,2171826,7890
2008/10/14,295.5,295.5,295.5,295.5,19,0.0687,1355497,4587
2008/10/15,295.5,308.5,292,306,10.5,0.0355,2290558,7607
2008/10/16,295.5,299,295.5,295.5,-10.5,-0.0343,2303857,7783
2008/10/17,300,303,295,295.5,0,0,1647941,5505
2008/10/20,294.5,304.5,286.5,304.5,9,0.0305,1852389,6293
2008/10/21,314,314,307.5,307.5,3,0.0099,2642466,8491
2008/10/22,307.5,314,302,305,-2.5,-0.0081,1444250,4700
2008/10/23,294.5,300,294.5,300,-5,-0.0164,1939434,6559
2008/10/24,290.5,294.5,289.5,289.5,-10.5,-0.035,1510697,5209
2008/10/27,270,282.5,269.5,269.5,-20,-0.0691,2017242,7415
2008/10/28,256.5,279,251,275,5.5,0.0204,2989492,11370
2008/10/29,293.5,293.5,275,278,3,0.0109,4407178,15679
2008/10/30,273,296.5,273,295,17,0.0612,3746562,12974
2008/10/31,290,303,282,296,1,0.0034,3353867,11506
2008/11/3,290,298,288,296,0,0,2733073,9340
2008/11/4,292,295,287,289,-7,-0.0236,1873154,6441
2008/11/5,289,289,277,280,-9,-0.0311,3283083,11646
2008/11/6,262,266,260.5,260.5,-19.5,-0.0696,2144340,8174
2008/11/7,242.5,254,242.5,249,-11.5,-0.0441,3917557,15793
2008/11/10,249,256,248,250.5,1.5,0.006,1835684,7290
2008/11/11,248,248,235.5,237,-13.5,-0.0539,2079286,8639
2008/11/12,235,242.5,234,238,1,0.0042,1850758,7780
2008/11/13,230,234,221.5,221.5,-16.5,-0.0693,2143635,9584
2008/11/14,228,228.5,221,221,-0.5,-0.0023,1602651,7148
2008/11/17,220,221.5,213,218.5,-2.5,-0.0113,1238890,5685
2008/11/18,216,216,203.5,203.5,-15,-0.0686,1576619,7669
2008/11/19,192,205,190,203,-0.5,-0.0025,1857612,9347
2008/11/20,190,196,189,189,-14,-0.069,1384947,7234
2008/11/21,179.5,202,179.5,201,12,0.0635,1807424,9491
2008/11/24,196,197,188,191.5,-9.5,-0.0473,1516810,7866
2008/11/25,199,204.5,196.5,204.5,13,0.0679,1754966,8668
2008/11/26,204.5,212.5,204,210.5,6,0.0293,1820993,8730
2008/11/27,218,225,215,222.5,12,0.057,1881925,8482
2008/11/28,222.5,225,220,222,-0.5,-0.0022,959794,4332
2008/12/1,222,225,220,224.5,2.5,0.0113,1942574,8718
2008/12/2,210,212.5,209,209,-15.5,-0.069,2115670,10097
2008/12/3,200,203,194.5,194.5,-14.5,-0.0694,2703483,13707
2008/12/4,196,200.5,191.5,195,0.5,0.0026,1689144,8631
2008/12/5,181.5,181.5,181.5,181.5,-13.5,-0.0692,1236808,6814
2008/12/8,177,193.5,177,192,10.5,0.0579,3924372,21013
2008/12/9,192,200,190.5,193,1,0.0052,3057892,15686
2008/12/10,195,206.5,195,206.5,13.5,0.0699,2628331,12959
2008/12/11,206.5,217,206.5,210,3.5,0.0169,3384884,16008
2008/12/12,208,213,200,209.5,-0.5,-0.0024,2903363,14048
2008/12/15,220,224,218,224,14.5,0.0692,2031864,9120
2008/12/16,221,226.5,217.5,226.5,2.5,0.0112,2181251,9796
2008/12/17,238.5,242,227,229,2.5,0.011,4768939,20181
2008/12/18,232,237,227.5,237,8,0.0349,1855289,7980
2008/12/19,236,238,233,235,-2,-0.0084,1383484,5864
2008/12/22,233,238,232.5,237,2,0.0085,2613845,11087
2008/12/23,235,236.5,220.5,220.5,-16.5,-0.0696,1413058,6311
2008/12/24,213,223,210.5,220.5,0,0,1342836,6136
2008/12/25,220.5,220.5,211,215,-5.5,-0.0249,634361,2939
2008/12/26,215,218.5,213,218.5,3.5,0.0163,985704,4558
2008/12/29,214,215,208,214,-4.5,-0.0206,812484,3840
2008/12/30,216.5,226.5,216.5,222,8,0.0374,1549806,6975
2008/12/31,223,224.5,218.5,220.5,-1.5,-0.0068,882511,3990
2009/1/5,229.5,235.5,228,235.5,15,0.068,2602673,11114
2009/1/6,237,242,234.5,242,6.5,0.0276,2162387,9064
2009/1/7,254,258,250,257.5,15.5,0.064,3273301,12862
2009/1/8,251,253.5,241,243,-14.5,-0.0563,3202866,12957
2009/1/9,246,253,240,248,5,0.0206,2388595,9649
2009/1/10,246,251.5,243,246,-2,-0.0081,1252688,5067
2009/1/12,246,251.5,246,251,5,0.0203,1614553,6471
2009/1/13,251,264,247,264,13,0.0518,2355445,9221
2009/1/14,262,262,248,248,-16,-0.0606,3290305,12865
2009/1/15,234,238,233,235,-13,-0.0524,2313627,9813
2009/1/16,241,241.5,237,240.5,5.5,0.0234,1529260,6372
2009/1/17,240.5,240.5,235.5,237.5,-3,-0.0125,602107,2536
2009/1/19,245,250,243,250,12.5,0.0526,1988537,8041
2009/1/20,245,246,241,244,-6,-0.024,1682487,6900
2009/1/21,238.5,243.5,238.5,240,-4,-0.0164,1758987,7309
2009/2/2,245,254.5,241.5,252,12,0.05,2966585,11906
2009/2/3,252,254,248.5,250,-2,-0.0079,2907145,11585
2009/2/4,253.5,256,246,246,-4,-0.016,1927687,7656
2009/2/5,247,251,246,246,0,0,1825284,7355
2009/2/6,250.5,260,249,255.5,9.5,0.0386,2849171,11132
2009/2/9,272,273,265,273,17.5,0.0685,4747472,17505
2009/2/10,275,276,269.5,275,2,0.0073,2185233,8028
2009/2/11,270,283,268,283,8,0.0291,2378126,8650
2009/2/12,283,283,269,272.5,-10.5,-0.0371,2709160,9855
2009/2/13,280,291.5,278,291,18.5,0.0679,3569142,12449
2009/2/16,293,293,286,290,-1,-0.0034,2628875,9057
2009/2/17,286,288,273,276,-14,-0.0483,2796564,10027
2009/2/18,276,282.5,275,282.5,6.5,0.0236,2462471,8832
2009/2/19,280,295,275.5,288,5.5,0.0195,2619985,9147
2009/2/20,283,287.5,281,281,-7,-0.0243,1876912,6613
2009/2/23,281,291.5,278.5,291.5,10.5,0.0374,1934520,6725
2009/2/24,286,295,285,292,0.5,0.0017,2682881,9226
2009/2/25,297,301,291,291,-1,-0.0034,2364323,7977
2009/2/26,298,298,290.5,292,1,0.0034,1320816,4503
2009/2/27,291.5,304,288,304,12,0.0411,3127083,10525
2009/3/2,296.5,301.5,289.5,291,-13,-0.0428,2910111,9865
2009/3/3,290,294.5,280.5,294.5,3.5,0.012,2680975,9308
2009/3/4,305,305,298.5,300.5,6,0.0204,4732650,15653
2009/3/5,305,309,296,298,-2.5,-0.0083,4671785,15489
2009/3/6,293,303.5,293,298,0,0,2775688,9287
2009/3/9,296,298,290,292,-6,-0.0201,2363766,8078
2009/3/10,288,297,288,293,1,0.0034,1994428,6798
2009/3/11,300,301,295.5,299,6,0.0205,2388579,7996
2009/3/12,302,305.5,300.5,303,4,0.0134,2338853,7719
2009/3/13,309,312,305,306,3,0.0099,4639930,15014
2009/3/16,308,310,303.5,305.5,-0.5,-0.0016,1750177,5724
2009/3/17,305,311,303,310.5,5,0.0164,2353608,7639
2009/3/18,312,313.5,306,306.5,-4,-0.0129,2549635,8260
2009/3/19,307,312.5,304,308,1.5,0.0049,2825816,9165
2009/3/20,309.5,310,301,301,-7,-0.0227,1828327,6014
2009/3/23,302.5,309,301.5,308,7,0.0233,1961225,6425
2009/3/24,313.5,326,311,321,13,0.0422,5955102,18641
2009/3/25,327,342,326,339.5,18.5,0.0576,4661685,13959
2009/3/26,340.5,341,332.5,333.5,-6,-0.0177,2931619,8736
2009/3/27,336.5,339.5,323,324,-9.5,-0.0285,4073181,12396
2009/3/30,321,323,313.5,313.5,-10.5,-0.0324,2503173,7869
2009/3/31,320,322.5,314,319,5.5,0.0175,2580770,8087
2009/4/1,319,323.5,314,315.5,-3.5,-0.011,2984386,9367
2009/4/2,322,322.5,315,319,3.5,0.0111,2684823,8438
2009/4/3,319,322.5,314,320.5,1.5,0.0047,3644299,11463
2009/4/6,323,323,298.5,303.5,-17,-0.053,4598427,14862
2009/4/7,298,305,297.5,304.5,1,0.0033,3769987,12545
2009/4/8,300,303.5,293,293.5,-11,-0.0361,5811254,19492
2009/4/9,299.5,314,298.5,314,20.5,0.0698,5025949,16423
2009/4/10,318,320,308,309,-5,-0.0159,4109410,13101
2009/4/13,310,314,308,312,3,0.0097,2686906,8638
2009/4/14,313,329.5,310,323.5,11.5,0.0369,6283951,19444
2009/4/15,327,327,314,317,-6.5,-0.0201,4061954,12668
2009/4/16,325,328,319,323,6,0.0189,4385287,13545
2009/4/17,329,330,303,311,-12,-0.0372,5229809,16321
2009/4/20,317,319.5,312,319.5,8.5,0.0273,3083983,9758
2009/4/21,315,319,309,318,-1.5,-0.0047,4111706,13102
2009/4/22,313.5,319.5,313,313,-5,-0.0157,3021035,9587
2009/4/23,313,314,306,311,-2,-0.0064,2585248,8335
2009/4/24,314.5,323.5,313,315,4,0.0129,4534075,14219
2009/4/27,320,324.5,317.5,318,3,0.0095,5788669,18064
2009/4/28,327,333,327,328,10,0.0314,6453857,19580
2009/4/29,332,332,316,322,-6,-0.0183,3623754,11220
2009/4/30,344.5,344.5,344.5,344.5,22.5,0.0699,2784689,8083
2009/5/4,368.5,368.5,368.5,368.5,24,0.0697,1614189,4414
2009/5/5,394,394,386,394,25.5,0.0692,14481642,36868
2009/5/6,392,405,388,405,11,0.0279,10231535,25800
2009/5/7,400,402,392.5,398.5,-6.5,-0.016,5162727,12993
2009/5/8,393,401,388.5,400,1.5,0.0038,6206446,15748
2009/5/11,399,409,396,400.5,0.5,0.0013,5137620,12764
2009/5/12,390,393.5,380,380.5,-20,-0.0499,6714551,17426
2009/5/13,380,385,376.5,381,0.5,0.0013,4793477,12579
2009/5/14,376,387,372.5,381,0,0,4678012,12354
2009/5/15,386,390,383,383,2,0.0052,3602436,9348
2009/5/18,390,397,388,392.5,9.5,0.0248,3896899,9919
2009/5/19,405,407.5,396,397,4.5,0.0115,6142452,15262
2009/5/20,404,410,395,403,6,0.0151,5740976,14271
2009/5/21,403,408,400,403,0,0,4426178,11011
2009/5/22,403,426,402,416.5,13.5,0.0335,7363347,17612
2009/5/25,421,424,400,401,-15.5,-0.0372,7571163,18596
2009/5/26,405,407.5,390,395,-6,-0.015,5461712,13778
2009/5/27,399,414.5,396.5,400,5,0.0127,6560945,16174
2009/6/1,415,416,403,407,7,0.0175,4677963,11445
2009/6/2,416,416,402,407,0,0,5276618,12963
2009/6/3,410,414,407.5,408,1,0.0025,3814695,9302
2009/6/4,408,411.5,398,401,-7,-0.0172,4966738,12340
2009/6/5,405.5,414,405,407,6,0.015,3811557,9317
2009/6/6,407,409,403,407,0,0,1864546,4590
2009/6/8,415,415,397,397,-10,-0.0246,4738859,11773
2009/6/9,397,398,376,382,-15,-0.0378,5551934,14410
2009/6/10,388,394.5,384,389,7,0.0183,2987676,7675
2009/6/11,388,394,383,389,0,0,3544922,9135
2009/6/12,388,392,379,380,-9,-0.0231,2978880,7754
2009/6/15,370,372,355.5,368.5,-11.5,-0.0303,5139404,14169
2009/6/16,355,362.5,350,351,-17.5,-0.0475,5212769,14662
2009/6/17,356,362,353,353,2,0.0057,3129723,8765
2009/6/18,362,369,358.5,368,15,0.0425,4937069,13533
2009/6/19,370,380,365,379,11,0.0299,3285219,8783
2009/6/22,380,383,373,381,2,0.0053,2821651,7440
2009/6/23,378,378,375,375,-6,-0.0157,1794529,4771
2009/6/24,377,396,377,386.5,11.5,0.0307,3616976,9352
2009/6/25,392,396,389,391.5,5,0.0129,2399752,6104
2009/6/26,393.5,394,387,390,-1.5,-0.0038,2184470,5595
2009/6/29,392,392,380.5,380.5,-9.5,-0.0244,2573184,6702
2009/6/30,389,393,386,392,11.5,0.0302,2867240,7350
2009/7/1,394.5,401,390.5,399,7,0.0179,2944902,7415
2009/7/2,405,411,403,405.5,6.5,0.0163,3974641,9748
2009/7/3,405,412,405,408,2.5,0.0062,2786228,6806
2009/7/6,413,417,407.5,415,7,0.0172,2456658,5956
2009/7/7,420,442,419.5,436,21,0.0506,7533128,17417
2009/7/8,436,447.5,431,445,9,0.0206,5291280,12068
2009/7/9,445,448,436,436,-9,-0.0202,4267929,9648
2009/7/10,436,439,424,425.5,-10.5,-0.0241,3495665,8151
2009/7/13,429,432,420,430,4.5,0.0106,2987461,6996
2009/7/14,434,445,428,441,11,0.0256,5267409,12041
2009/7/15,445,454,441,446,5,0.0113,4540845,10138
2009/7/16,450,456,445,447.5,1.5,0.0034,5763089,12809
2009/7/17,441.5,452,440,445.5,-2,-0.0045,5752079,12925
2009/7/20,455,456,443,443,-2.5,-0.0056,4478390,9922
2009/7/21,446,454,438,452,9,0.0203,3787569,8472
2009/7/22,454,458,449.5,452,0,0,3321343,7325
2009/7/23,455,455,448,448,-4,-0.0088,2095207,4655
2009/7/24,452,454.5,438,440.5,-7.5,-0.0167,3527383,7909
2009/7/27,442,454,442,450,9.5,0.0216,2761454,6155
2009/7/28,455,466,453,463,13,0.0289,4348986,9439
2009/7/29,470,477.5,468,477.5,14.5,0.0313,6385062,13496
2009/7/30,477,485,464.5,484,6.5,0.0136,8033631,16931
2009/7/31,483,483.5,469,471.5,-12.5,-0.0258,4134692,8683
2009/8/3,474,476.5,465,475,3.5,0.0074,3344296,7086
2009/8/4,482,484.5,448.5,453,-22,-0.0463,5710709,12300
2009/8/5,473,484.5,463,474,21,0.0464,9204632,19423
2009/8/6,477,482,467,473,-1,-0.0021,5421500,11445
2009/8/10,478,498,473,495,22,0.0465,6243364,12775
2009/8/11,497.5,502,491,500,5,0.0101,4301240,8631
2009/8/12,500,502,488,499,-1,-0.002,3556074,7191
2009/8/13,498,499.5,493,499,0,0,3126816,6319
2009/8/14,500,509,483.5,483.5,-15.5,-0.0311,3108641,6211
2009/8/17,488,489.5,480,481,-2.5,-0.0052,2535770,5226
2009/8/18,474,479,465,473,-8,-0.0166,3369800,7150
2009/8/19,479,479,471,472,-1,-0.0021,2574156,5427
2009/8/20,473,478.5,464,477,5,0.0106,3025355,6408
2009/8/21,482,484.5,460,461,-16,-0.0335,3701494,7829
2009/8/24,466,470,457,461.5,0.5,0.0011,4580020,9885
2009/8/25,463.5,472,462,468,6.5,0.0141,3308822,7082
2009/8/26,471,471,451.5,457,-11,-0.0235,4121145,8999
2009/8/27,454,465.5,451,462.5,5.5,0.012,2732461,5939
2009/8/28,465,475,460.5,474,11.5,0.0249,3492616,7417
2009/8/31,476.5,482,475,478,4,0.0084,2889947,6048
2009/9/1,479,511,479,511,33,0.069,7398859,14771
2009/9/2,508,513,504,504,-7,-0.0137,4473517,8818
2009/9/3,509,518,506,517,13,0.0258,5968636,11612
2009/9/4,525,532,520,529,12,0.0232,5736649,10913
2009/9/7,524,526,513,518,-11,-0.0208,5119064,9870
2009/9/8,516,520,506,508,-10,-0.0193,6299417,12324
2009/9/9,505,513,495,495,-13,-0.0256,6843341,13567
2009/9/10,512,513,496,500,5,0.0101,4151235,8247
2009/9/11,488,496.5,488,492,-8,-0.016,2763415,5609
2009/9/14,495,503,493,502,10,0.0203,3208739,6435
2009/9/15,503,506,500,506,4,0.008,2275229,4521
2009/9/16,508,512,503,510,4,0.0079,2959572,5830
2009/9/17,516,517,510,512,2,0.0039,3053274,5935
2009/9/18,514,516,509,515,3,0.0059,2525437,4925
2009/9/21,510,513,500,503,-12,-0.0233,1738349,3435
2009/9/22,509,509,501,501,-2,-0.004,1493721,2964
2009/9/23,506,512,503,507,6,0.012,2748893,5417
2009/9/24,504,509,503,507,0,0,1419954,2806
2009/9/25,505,511,502,509,2,0.0039,2200067,4354
2009/9/28,512,517,507,508,-1,-0.002,1875085,3667
2009/9/29,511,518,511,518,10,0.0197,2653661,5147
2009/9/30,520,536,519,536,18,0.0347,5722862,10816
2009/10/1,540,540,527,536,0,0,3093264,5801
2009/10/2,524,530,520,524,-12,-0.0224,2130670,4054
2009/10/5,524,528,520,528,4,0.0076,1589649,3036
2009/10/6,530,532,523,530,2,0.0038,3026899,5723
2009/10/7,528,528,507,513,-17,-0.0321,6128579,11876
2009/10/8,510,513,490.5,490.5,-22.5,-0.0439,6814955,13678
2009/10/9,490,504,489,504,13.5,0.0275,5396010,10899
