"aid","case.closed","date.funded","date.published","donation","donor","journalist","n.image","n.word","title","url.article","url.detail"
"A3036","已結案","2013/05/14","2013/04/08",678169,900,"黑寡婦",2,926,"罹癌又遇風災 5口難捱","http://www.appledaily.com.tw/appledaily/article/headline/20130408/34938821","http://search.appledaily.com.tw/charity/projdetail/proj/A3036"
"A3037","已結案","2013/06/07","2013/04/09",660374,846,"美國隊長",2,901,"癌男咬牙養家怎奈病發","http://www.appledaily.com.tw/appledaily/article/headline/20130409/34940184","http://search.appledaily.com.tw/charity/projdetail/proj/A3037"
"A3038","已結案","2013/05/13","2013/04/10",726363,965,"暴風女",1,899,"罕病男癱軟 愁3子未來","http://www.appledaily.com.tw/appledaily/article/headline/20130410/34940952","http://search.appledaily.com.tw/charity/projdetail/proj/A3038"
"A3039","已結案","2013/05/19","2013/04/11",498037,720,"鋼鐵人",1,949,"撐家男罹癌 「愧對家人」","http://www.appledaily.com.tw/appledaily/article/headline/20130411/34943462","http://search.appledaily.com.tw/charity/projdetail/proj/A3039"
"A3040","已結案","2013/05/19","2013/04/12",607226,802,"美國隊長",2,869,"惡火噬屋 孤苦癌翁心酸","http://www.appledaily.com.tw/appledaily/article/headline/20130412/34946094","http://search.appledaily.com.tw/charity/projdetail/proj/A3040"
"A3042","已結案","2013/05/19","2013/04/15",1380246,1320,"黑寡婦",3,934,"母罹癌 11歲兒顧3弟妹","http://www.appledaily.com.tw/appledaily/article/headline/20130415/34952016","http://search.appledaily.com.tw/charity/projdetail/proj/A3042"
"A3043","已結案","2013/05/19","2013/04/16",609950,723,"蜘蛛人",2,922,"癌父營養品「把家吃倒」","http://www.appledaily.com.tw/appledaily/article/headline/20130416/34955292","http://search.appledaily.com.tw/charity/projdetail/proj/A3043"
"A3044","已結案","2013/06/07","2013/04/17",579217,790,"鋼鐵人",1,880,"孝子顧癌母 節儉勤工讀","http://www.appledaily.com.tw/appledaily/article/headline/20130417/34955775","http://search.appledaily.com.tw/charity/projdetail/proj/A3044"
"A3045","已結案","2013/06/07","2013/04/14",749066,871,"暴風女",2,800,"國一男早熟 顧癱父憨弟","http://www.appledaily.com.tw/appledaily/article/headline/20130414/34950593","http://search.appledaily.com.tw/charity/projdetail/proj/A3045"
"A3046","已結案","2013/05/27","2013/04/18",547713,775,"黑寡婦",2,902,"母顧癌父 12歲女扛家務","http://www.appledaily.com.tw/appledaily/article/headline/20130418/34960215","http://search.appledaily.com.tw/charity/projdetail/proj/A3046"
"A3049","已結案","2013/05/27","2013/04/19",557766,701,"蜘蛛人",2,917,"搏命賺錢養家 少婦罹癌","http://www.appledaily.com.tw/appledaily/article/headline/20130419/34961519","http://search.appledaily.com.tw/charity/projdetail/proj/A3049"
"A3051","已結案","2013/05/27","2013/04/22",597781,785,"美國隊長",2,814,"妻癌復發 夫照料兩頭燒","http://www.appledaily.com.tw/appledaily/article/headline/20130422/34967482","http://search.appledaily.com.tw/charity/projdetail/proj/A3051"
"A3052","已結案","2013/05/27","2013/04/21",683899,899,"鋼鐵人",1,880,"拾荒婦顧癱夫 養7口家","http://www.appledaily.com.tw/appledaily/article/headline/20130421/34965992","http://search.appledaily.com.tw/charity/projdetail/proj/A3052"
"A3053","已結案","2013/05/27","2013/04/23",500960,732,"美國隊長",2,903,"女躲夫債養3子「像蟑螂」","http://www.appledaily.com.tw/appledaily/article/headline/20130423/34971215","http://search.appledaily.com.tw/charity/projdetail/proj/A3053"
"A3054","已結案","2013/05/28","2013/04/24",587346,774,"暴風女",2,844,"顧癌夫癱母 婦焊鐵養家","http://www.appledaily.com.tw/appledaily/article/headline/20130424/34971563","http://search.appledaily.com.tw/charity/projdetail/proj/A3054"
"A3055","已結案","2013/05/30","2013/04/25",560605,812,"黑寡婦",2,774,"妻盲夫罹癌 「他是我的眼」","http://www.appledaily.com.tw/appledaily/article/headline/20130425/34974052","http://search.appledaily.com.tw/charity/projdetail/proj/A3055"
"A3057","已結案","2013/05/30","2013/04/26",438006,674,"美國隊長",2,909,"栽培兒讀書 模範父親癱","http://www.appledaily.com.tw/appledaily/article/headline/20130426/34976864","http://search.appledaily.com.tw/charity/projdetail/proj/A3057"
"A3058","已結案","2013/05/30","2013/04/29",656601,873,"暴風女",1,821,"稚女喚癌父 「乖乖吃藥」","http://www.appledaily.com.tw/appledaily/article/headline/20130429/34983644","http://search.appledaily.com.tw/charity/projdetail/proj/A3058"
"A3059","已結案","2013/05/30","2013/04/30",614267,829,"黑寡婦",2,815,"癌夫半盲 婦顧兒兩頭燒","http://www.appledaily.com.tw/appledaily/article/headline/20130430/34984712","http://search.appledaily.com.tw/charity/projdetail/proj/A3059"
"A3060","已結案","2013/06/10","2013/05/01",500330,745,"黑寡婦",2,910,"惡火噬屋 8口住帳篷","http://www.appledaily.com.tw/appledaily/article/headline/20130501/34987557","http://search.appledaily.com.tw/charity/projdetail/proj/A3060"
"A3061","已結案","2013/06/10","2013/05/02",589702,804,"黑寡婦",2,894,"盲父憂2憨兒 抱病上工","http://www.appledaily.com.tw/appledaily/article/headline/20130502/34990182","http://search.appledaily.com.tw/charity/projdetail/proj/A3061"
"A3062","已結案","2013/06/10","2013/05/03",819413,1005,"蜘蛛人",1,938,"母子病弱 白飯淋汁果腹","http://www.appledaily.com.tw/appledaily/article/headline/20130503/34992020","http://search.appledaily.com.tw/charity/projdetail/proj/A3062"
"A3063","已結案","2013/06/04","2013/04/28",484078,741,"鋼鐵人",2,825,"婦挺孕肚 喚昏迷夫快醒","http://www.appledaily.com.tw/appledaily/article/headline/20130428/34981388","http://search.appledaily.com.tw/charity/projdetail/proj/A3063"
"A3064","已結案","2013/06/10","2013/05/06",762260,953,"鋼鐵人",2,860,"高2女堅強 顧病父癌母","http://www.appledaily.com.tw/appledaily/article/headline/20130506/34998137","http://search.appledaily.com.tw/charity/projdetail/proj/A3064"
"A3065","已結案","2013/06/10","2013/05/07",625714,916,"暴風女",1,913,"7口老殘憨 婦愁出一身病","http://www.appledaily.com.tw/appledaily/article/headline/20130507/34999720","http://search.appledaily.com.tw/charity/projdetail/proj/A3065"
"A3066","已結案","2013/06/15","2013/05/08",820956,887,"暴風女",2,819,"單親爸腦癌 8旬病父持家","http://www.appledaily.com.tw/appledaily/article/headline/20130508/35001645","http://search.appledaily.com.tw/charity/projdetail/proj/A3066"
"A3067","已結案","2013/06/10","2013/05/05",492215,728,"蜘蛛人",2,852,"不捨妻女 癌男嘆拖累家","http://www.appledaily.com.tw/appledaily/article/headline/20130505/34996586","http://search.appledaily.com.tw/charity/projdetail/proj/A3067"
"A3068","已結案","2013/06/15","2013/05/10",540048,761,"鋼鐵人",2,740,"癌男難扛家 「愧對兒」","http://www.appledaily.com.tw/appledaily/article/headline/20130510/35006926","http://search.appledaily.com.tw/charity/projdetail/proj/A3068"
"A3069","已結案","2013/06/15","2013/05/09",824883,992,"暴風女",2,917,"姊半盲 堅守全盲截肢妹","http://www.appledaily.com.tw/appledaily/article/headline/20130509/35004383","http://search.appledaily.com.tw/charity/projdetail/proj/A3069"
"A3070","已結案","2013/06/16","2013/05/14",531603,720,"黑寡婦",2,947,"壯男罹癌 國三女求援","http://www.appledaily.com.tw/appledaily/article/headline/20130514/35014804","http://search.appledaily.com.tw/charity/projdetail/proj/A3070"
"A3071","已結案","2013/06/15","2013/05/12",777254,803,"蜘蛛人",2,897,"癌母撞瘸 憂孿生肢障女","http://www.appledaily.com.tw/appledaily/article/headline/20130512/35011854","http://search.appledaily.com.tw/charity/projdetail/proj/A3071"
"A3072","已結案","2013/06/20","2013/05/19",388256,563,"美國隊長",1,1699,"居服員到家 助癱嬤擦澡","http://www.appledaily.com.tw/appledaily/article/headline/20130519/35026424","http://search.appledaily.com.tw/charity/projdetail/proj/A3072"
"A3073","已結案","2013/06/16","2013/05/13",686335,872,"暴風女",3,786,"父母拾荒 撐5口病殘","http://www.appledaily.com.tw/appledaily/article/headline/20130513/35013224","http://search.appledaily.com.tw/charity/projdetail/proj/A3073"
"A3074","已結案","2013/06/18","2013/05/15",590574,812,"黑寡婦",1,938,"單親癌母 硬撐家險死","http://www.appledaily.com.tw/appledaily/article/headline/20130515/35016685","http://search.appledaily.com.tw/charity/projdetail/proj/A3074"
"A3075","已結案","2013/06/25","2013/05/16",677064,848,"暴風女",2,842,"父癱床 「孩子吃什麼」","http://www.appledaily.com.tw/appledaily/article/headline/20130516/35019460","http://search.appledaily.com.tw/charity/projdetail/proj/A3075"
"A3076","已結案","2013/06/24","2013/05/17",735925,884,"黑寡婦",2,873,"童學做菜 盼養單親癌母","http://www.appledaily.com.tw/appledaily/article/headline/20130517/35021781","http://search.appledaily.com.tw/charity/projdetail/proj/A3076"
"A3077","已結案","2013/06/24","2013/05/20",595231,832,"美國隊長",2,940,"男開腦 沒錢裝回頭蓋骨","http://www.appledaily.com.tw/appledaily/article/headline/20130520/35027907","http://search.appledaily.com.tw/charity/projdetail/proj/A3077"
"A3078","已結案","2013/06/24","2013/05/21",681531,839,"美國隊長",3,712,"坐月子婦 顧2稚兒癌夫","http://www.appledaily.com.tw/appledaily/article/headline/20130521/35030334","http://search.appledaily.com.tw/charity/projdetail/proj/A3078"
"A3079","已結案","2013/06/28","2013/05/22",712276,881,"暴風女",2,816,"父癱 孫問嬤：怎活下去","http://www.appledaily.com.tw/appledaily/article/headline/20130522/35031971","http://search.appledaily.com.tw/charity/projdetail/proj/A3079"
"A3080","已結案","2013/06/28","2013/05/23",541963,759,"美國隊長",2,736,"顧癌夫病母 婦兩頭燒","http://www.appledaily.com.tw/appledaily/article/headline/20130523/35034720","http://search.appledaily.com.tw/charity/projdetail/proj/A3080"
"A3081","已結案","2013/06/28","2013/05/24",695441,873,"鋼鐵人",3,691,"夫癱2兒憨 婦一肩扛","http://www.appledaily.com.tw/appledaily/article/headline/20130524/35037695","http://search.appledaily.com.tw/charity/projdetail/proj/A3081"
"A3082","已結案","2013/06/28","2013/05/26",561768,734,"黑寡婦",2,894,"單親媽抗癌 憨女幫梳頭","http://www.appledaily.com.tw/appledaily/article/headline/20130526/35041701","http://search.appledaily.com.tw/charity/projdetail/proj/A3082"
"A3083","已結案","2013/07/02","2013/05/27",761489,870,"蜘蛛人",2,790,"妻癱子腦傷 男泣求奇蹟","http://www.appledaily.com.tw/appledaily/article/headline/20130527/35042850","http://search.appledaily.com.tw/charity/projdetail/proj/A3083"
"A3084","已結案","2013/07/05","2013/05/30",389251,634,"鋼鐵人",2,846,"婦中風失智 夫不離棄","http://www.appledaily.com.tw/appledaily/article/headline/20130530/35052164","http://search.appledaily.com.tw/charity/projdetail/proj/A3084"
"A3085","已結案","2013/07/02","2013/05/28",570890,791,"鋼鐵人",3,766,"顧癌夫稚子 病婦拒治療","http://www.appledaily.com.tw/appledaily/article/headline/20130528/35044719","http://search.appledaily.com.tw/charity/projdetail/proj/A3085"
"A3086","已結案","2013/07/05","2013/05/29",1270660,1249,"暴風女",3,687,"一家3殘 77歲嬤賣命撐","http://www.appledaily.com.tw/appledaily/article/headline/20130529/35048743","http://search.appledaily.com.tw/charity/projdetail/proj/A3086"
"A3087","已結案","2013/07/09","2013/05/31",658790,823,"美國隊長",2,861,"癌父切舌 忍痛暫別憨兒","http://www.appledaily.com.tw/appledaily/article/headline/20130531/35053255","http://search.appledaily.com.tw/charity/projdetail/proj/A3087"
"A3088","已結案","2013/07/05","2013/06/02",516737,791,"鋼鐵人",3,629,"又瞎又聾5度中風 男剩左手撐家","http://www.appledaily.com.tw/appledaily/article/headline/20130602/35056856","http://search.appledaily.com.tw/charity/projdetail/proj/A3088"
"A3089","已結案","2013/07/05","2013/06/03",652732,871,"黑寡婦",2,813,"夫突逝 遺兩女 捐腎婦 愁生計","http://www.appledaily.com.tw/appledaily/article/headline/20130603/35058403","http://search.appledaily.com.tw/charity/projdetail/proj/A3089"
"A3090","已結案","2013/07/05","2013/06/04",832446,1070,"蜘蛛人",2,721,"代癱父職 12歲童顧2弟","http://www.appledaily.com.tw/appledaily/article/headline/20130604/35060865","http://search.appledaily.com.tw/charity/projdetail/proj/A3090"
"A3091","已結案","2013/07/15","2013/06/05",670694,933,"蜘蛛人",1,885,"小兄妹顧病母 「要提前長大」","http://www.appledaily.com.tw/appledaily/article/headline/20130605/35063069","http://search.appledaily.com.tw/charity/projdetail/proj/A3091"
"A3092","已結案","2013/07/15","2013/06/06",685692,866,"黑寡婦",2,834,"稚女籌父醫費 捨棄校外教學","http://www.appledaily.com.tw/appledaily/article/headline/20130606/35065831","http://search.appledaily.com.tw/charity/projdetail/proj/A3092"
"A3093","已結案","2013/07/15","2013/06/07",494664,738,"鋼鐵人",2,795,"高一女養家 癱父急復健","http://www.appledaily.com.tw/appledaily/article/headline/20130607/35067479","http://search.appledaily.com.tw/charity/projdetail/proj/A3093"
"A3094","已結案","2013/07/15","2013/06/09",465156,700,"暴風女",2,831,"勇女慰失智母 「還有我能靠」","http://www.appledaily.com.tw/appledaily/article/headline/20130609/35072026","http://search.appledaily.com.tw/charity/projdetail/proj/A3094"
"A3095","已結案","2013/07/15","2013/06/10",666321,894,"美國隊長",2,718,"忍病省醫費 單親媽突癱","http://www.appledaily.com.tw/appledaily/article/headline/20130610/35073662","http://search.appledaily.com.tw/charity/projdetail/proj/A3095"
"A3096","已結案","2013/07/15","2013/06/11",456951,719,"暴風女",2,611,"癌夫顧病妻 手術醫心難","http://www.appledaily.com.tw/appledaily/article/headline/20130611/35075559","http://search.appledaily.com.tw/charity/projdetail/proj/A3096"
"A3097","已結案","2013/07/19","2013/06/12",995578,920,"暴風女",2,780,"13歲女燙傷植皮 單親媽愁醫費","http://www.appledaily.com.tw/appledaily/article/headline/20130612/35078384","http://search.appledaily.com.tw/charity/projdetail/proj/A3097"
"A3098","已結案","2013/07/17","2013/06/13",501029,722,"鋼鐵人",1,785,"為妻女老母 男堅強抗癌","http://www.appledaily.com.tw/appledaily/article/headline/20130613/35080535","http://search.appledaily.com.tw/charity/projdetail/proj/A3098"
"A3099","已結案","2013/07/19","2013/06/14",856122,1054,"鋼鐵人",2,725,"殘女難養病父 泡麵撐半年","http://www.appledaily.com.tw/appledaily/article/headline/20130614/35083230","http://search.appledaily.com.tw/charity/projdetail/proj/A3099"
"A3100","已結案","2013/07/23","2013/06/17",662598,819,"蜘蛛人",2,805,"憂老父尋短 癌男瞞病情","http://www.appledaily.com.tw/appledaily/article/headline/20130617/35088167","http://search.appledaily.com.tw/charity/projdetail/proj/A3100"
"A3101","已結案","2013/07/21","2013/06/18",585659,839,"美國隊長",3,656,"工讀男顧癱母 「她不是累贅」","http://www.appledaily.com.tw/appledaily/article/headline/20130618/35090462","http://search.appledaily.com.tw/charity/projdetail/proj/A3101"
"A3102","已結案","2013/07/21","2013/06/19",615970,835,"美國隊長",2,735,"癌婦養5口 拖病體找工作","http://www.appledaily.com.tw/appledaily/article/headline/20130619/35092655","http://search.appledaily.com.tw/charity/projdetail/proj/A3102"
"A3103","已結案","2013/07/26","2013/06/20",569506,822,"黑寡婦",2,733,"嬤父皆罹癌 2兒頓失依","http://www.appledaily.com.tw/appledaily/article/headline/20130620/35095278","http://search.appledaily.com.tw/charity/projdetail/proj/A3103"
